,Harsh Acceleration,Harsh Breaking,Battery level,vehicle distance,Torque,TCO Vehicle Speed,Fuel Rate Avg,Total Fuel consumption,Fuel Primary Tank,Battery Voltage,Transmission current gear,Catalyst tank level,coolant temperature,Engine on,Engine Oil Pressure,Oil Temperature,Engine speed,break pedal,Malfunction lamp status,Amber warning lamp status,Red stop lamp status,DTC,time
1218,-,-,100 %,18677.58 Km,12 %,8.3 Km/h,1.48 Km/L,12650 L,91.2 %,28.3 VDC,007,53.6 %,89 °C,1497.67 H,0 BAR,91.3 °C,1009 Rpm,Off,Not,Not,Not,BFFFB,2023-11-01 08:25:10
1219,-,-,100 %,18677.62 Km,8 %,3.7 Km/h,1.48 Km/L,12650.5 L,93.2 %,28.2 VDC,0-1,54.4 %,88 °C,1497.67 H,0 BAR,90.9 °C,1375 Rpm,Off,Not,Not,Not,BFFFB,2023-11-01 08:25:31
1220,-,-,100 %,18677.63 Km,24 %,0 Km/h,1.48 Km/L,12650.5 L,93.6 %,28.3 VDC,000,54.8 %,88 °C,1497.68 H,0 BAR,91 °C,1172 Rpm,Off,Not,Not,Not,63534,2023-11-01 08:25:51
1221,-,-,100 %,18677.63 Km,74 %,1.8 Km/h,1.48 Km/L,12650.5 L,94 %,28.4 VDC,006,55.2 %,88 °C,1497.68 H,0 BAR,91.2 °C,641 Rpm,Off,Not,Not,Not,00001,2023-11-01 08:26:11
1222,-,-,100 %,18677.65 Km,15 %,23.8 Km/h,1.48 Km/L,12650.5 L,93.6 %,0 VDC,012,0 %,0 °C,1497.69 H,0 BAR,0 °C,1165 Rpm,Off,Not,Not,Not,,2023-11-01 08:26:31
1223,-,-,100 %,18677.72 Km,98 %,36.9 Km/h,1.48 Km/L,12650.5 L,94 %,0 VDC,015,0 %,0 °C,1497.69 H,0 BAR,0 °C,1037 Rpm,Off,Not,Not,Not,,2023-11-01 08:26:50
1224,-,-,100 %,18677.99 Km,12 %,0.5 Km/h,1.48 Km/L,12650.5 L,93.6 %,28.3 VDC,005,55.2 %,91 °C,1497.69 H,0 BAR,92.4 °C,552 Rpm,On,Not,Not,Not,9FFFB,2023-11-01 08:27:10
1225,-,-,100 %,18677.99 Km,15 %,0 Km/h,1.48 Km/L,12650.5 L,92.4 %,28.3 VDC,000,54.8 %,91 °C,1497.7 H,0 BAR,92.6 °C,542 Rpm,Off,Not,Not,Not,FFFFF,2023-11-01 08:27:30
1226,-,-,100 %,18678.01 Km,22 %,3.2 Km/h,1.48 Km/L,12650.5 L,90 %,28.3 VDC,0-1,54.8 %,91 °C,1497.7 H,0 BAR,92.8 °C,1243 Rpm,Off,Not,Not,Not,46362,2023-11-01 08:27:50
1227,-,-,100 %,18678.02 Km,10 %,0 Km/h,1.48 Km/L,12650.5 L,91.2 %,28.3 VDC,000,54.8 %,91 °C,1497.71 H,0 BAR,93.2 °C,553 Rpm,Off,Not,Not,Not,00000,2023-11-01 08:28:10
1228,-,-,100 %,18678.02 Km,10 %,0 Km/h,1.48 Km/L,12650.5 L,92 %,28.4 VDC,000,55.2 %,91 °C,1497.71 H,2.24 BAR,92.6 °C,559 Rpm,Off,Not,Not,Not,00DE0,2023-11-01 08:28:30
1229,-,-,100 %,18678.02 Km,13 %,0 Km/h,1.48 Km/L,12650.5 L,92 %,28.2 VDC,000,55.2 %,91 °C,1497.72 H,2.28 BAR,92.3 °C,550 Rpm,Off,Not,Not,Not,00000,2023-11-01 08:28:51
1230,-,-,100 %,18678.02 Km,12 %,0 Km/h,1.48 Km/L,12650.5 L,92 %,28.3 VDC,005,55.6 %,90 °C,1497.73 H,2.28 BAR,92.2 °C,549 Rpm,Off,Not,Not,Not,00000,2023-11-01 08:29:11
1231,-,-,100 %,18678.06 Km,0 %,27.3 Km/h,1.48 Km/L,12650.5 L,91.2 %,28.3 VDC,013,55.6 %,90 °C,1497.73 H,4.68 BAR,92.2 °C,1158 Rpm,On,Not,Not,Not,F00FF,2023-11-01 08:29:31
1232,-,-,100 %,18678.23 Km,15 %,30.7 Km/h,1.48 Km/L,12650.5 L,91.2 %,28.3 VDC,015,55.2 %,89 °C,1497.74 H,3.44 BAR,92.2 °C,872 Rpm,Off,Not,Not,Not,95045,2023-11-01 08:29:51
1233,-,-,100 %,18678.37 Km,83 %,7.7 Km/h,1.48 Km/L,12650.5 L,91.6 %,28.3 VDC,009,54.8 %,89 °C,1497.74 H,2.72 BAR,91.3 °C,693 Rpm,Off,Not,Not,Not,00000,2023-11-01 08:30:11
1234,-,-,100 %,18678.39 Km,10 %,3.3 Km/h,1.48 Km/L,12651 L,92.4 %,28.3 VDC,0-1,54 %,88 °C,1497.75 H,4.84 BAR,90.9 °C,1244 Rpm,Off,Not,Not,Not,43704,2023-11-01 08:30:31
1235,-,-,100 %,18678.4 Km,23 %,0 Km/h,1.48 Km/L,12651 L,93.6 %,28.3 VDC,000,54.4 %,88 °C,1497.75 H,4.56 BAR,91.1 °C,1171 Rpm,Off,Not,Not,Not,C00FC,2023-11-01 08:30:51
1236,-,-,100 %,18678.4 Km,37 %,11.1 Km/h,1.48 Km/L,12651 L,94.4 %,0 VDC,007,0 %,0 °C,1497.76 H,5.04 BAR,0 °C,1436 Rpm,Off,Not,Not,Not,,2023-11-01 08:31:11
1237,-,-,100 %,18678.42 Km,67 %,20.8 Km/h,1.48 Km/L,12651 L,94 %,0 VDC,010,0 %,0 °C,1497.76 H,4.84 BAR,0 °C,1549 Rpm,Off,Not,Not,Not,,2023-11-01 08:31:31
1238,-,-,100 %,18678.42 Km,88 %,39.1 Km/h,1.48 Km/L,12651 L,93.6 %,0 VDC,015,0 %,0 °C,1497.76 H,4.36 BAR,0 °C,1105 Rpm,Off,Not,Not,Not,,2023-11-01 08:31:51
1239,-,-,100 %,18678.42 Km,36 %,8.8 Km/h,1.48 Km/L,12651 L,94 %,0 VDC,010,0 %,0 °C,1497.76 H,3.12 BAR,0 °C,639 Rpm,Off,Not,Not,Not,,2023-11-01 08:32:11
1240,-,-,100 %,18678.42 Km,13 %,0 Km/h,1.48 Km/L,12651 L,92.8 %,28.3 VDC,0-1,0 %,0 °C,1497.76 H,2.24 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 08:32:31
1241,-,-,100 %,18678.78 Km,29 %,2 Km/h,1.48 Km/L,12651 L,92.4 %,0 VDC,0-1,0 %,0 °C,1497.76 H,3.4 BAR,0 °C,739 Rpm,Off,Not,Not,Not,,2023-11-01 08:32:51
1242,-,-,100 %,18678.78 Km,13 %,0 Km/h,1.48 Km/L,12651 L,93.2 %,0 VDC,000,0 %,0 °C,1497.76 H,2.24 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 08:33:11
1243,-,-,100 %,-,11 %,-,-,-,93.6 %,28.3 VDC,001,91 %,-,-,-,-,-,Off,,,,,2023-11-01 08:33:31
1244,-,-,100 %,18678.79 Km,10 %,0 Km/h,1.48 Km/L,12651 L,93.6 %,0 VDC,000,0 %,0 °C,1497.77 H,2.28 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 08:33:51
1245,-,-,100 %,18678.79 Km,20 %,10.1 Km/h,1.48 Km/L,12651 L,90.4 %,28.3 VDC,005,0 %,0 °C,1497.77 H,0 BAR,0 °C,1916 Rpm,Off,Not,Not,Not,,2023-11-01 08:34:11
1246,-,-,100 %,18678.79 Km,0 %,40.3 Km/h,1.48 Km/L,12651 L,90.4 %,0 VDC,014,0 %,0 °C,1497.77 H,4.8 BAR,0 °C,1397 Rpm,On,Not,Not,Not,,2023-11-01 08:34:31
1247,-,-,100 %,18678.89 Km,12 %,22.9 Km/h,1.48 Km/L,12651 L,90.8 %,28.3 VDC,015,0 %,0 °C,1497.77 H,2.6 BAR,0 °C,564 Rpm,On,Not,Not,Not,,2023-11-01 08:34:51
1248,-,-,100 %,18678.89 Km,15 %,4.5 Km/h,1.48 Km/L,12651 L,0 %,0 VDC,0-1,0 %,0 °C,1497.77 H,5.56 BAR,0 °C,1714 Rpm,Off,Not,Not,Not,,2023-11-01 08:35:11
1249,-,-,100 %,18679.16 Km,23 %,0 Km/h,1.48 Km/L,12651 L,92.8 %,0 VDC,000,0 %,0 °C,1497.77 H,4.56 BAR,0 °C,1173 Rpm,Off,Not,Not,Not,,2023-11-01 08:35:32
1250,-,-,100 %,18679.16 Km,46 %,4.6 Km/h,1.48 Km/L,12651 L,0 %,28.3 VDC,008,0 %,0 °C,1497.77 H,3.64 BAR,0 °C,602 Rpm,Off,Not,Not,Not,,2023-11-01 08:35:52
1251,-,-,100 %,18679.16 Km,0 %,12.5 Km/h,1.48 Km/L,12651 L,0 %,0 VDC,008,0 %,0 °C,1497.78 H,5.24 BAR,0 °C,1243 Rpm,Off,Not,Not,Not,,2023-11-01 08:36:12
1252,-,-,100 %,18679.22 Km,78 %,36.5 Km/h,1.48 Km/L,12651 L,93.2 %,28.3 VDC,015,0 %,0 °C,1497.78 H,3.68 BAR,0 °C,1035 Rpm,Off,Not,Not,Not,,2023-11-01 08:36:32
1253,-,-,100 %,18679.41 Km,15 %,0 Km/h,1.48 Km/L,12651 L,94.8 %,0 VDC,000,0 %,0 °C,1497.78 H,2.24 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 08:36:52
1254,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 08:36:52
1255,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 08:37:12
1256,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 08:37:32
1257,-,-,100 %,18679.49 Km,12 %,0 Km/h,1.48 Km/L,12651 L,94.4 %,28.3 VDC,000,56.4 %,90 °C,1497.79 H,2.28 BAR,91.6 °C,549 Rpm,Off,Not,Not,Not,50944,2023-11-01 08:37:51
1258,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 08:37:51
1259,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 08:38:11
1260,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 08:38:31
1261,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 08:38:52
1262,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 08:39:12
1263,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 08:39:32
1264,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 08:39:52
1265,-,-,100 %,18679.56 Km,13 %,0 Km/h,1.48 Km/L,12651 L,93.2 %,0 VDC,005,0 %,0 °C,1497.83 H,2.28 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 08:40:12
1266,-,-,100 %,18679.56 Km,21 %,13.5 Km/h,1.48 Km/L,12651.5 L,91.2 %,28.3 VDC,008,0 %,0 °C,1497.83 H,4.44 BAR,0 °C,1193 Rpm,Off,Not,Not,Not,,2023-11-01 08:40:32
1267,-,-,100 %,18679.56 Km,0 %,35.2 Km/h,1.48 Km/L,12651.5 L,91.2 %,28.2 VDC,014,54.8 %,89 °C,1497.83 H,4.84 BAR,92 °C,1204 Rpm,On,Not,Not,Not,,2023-11-01 08:40:52
1268,-,-,100 %,18679.87 Km,0 %,10.9 Km/h,1.48 Km/L,12651.5 L,91.2 %,28.3 VDC,010,0 %,0 °C,1497.84 H,3.28 BAR,0 °C,829 Rpm,Off,Not,Not,Not,,2023-11-01 08:41:12
1269,-,-,100 %,18679.87 Km,53 %,3 Km/h,1.48 Km/L,12651.5 L,89.6 %,0 VDC,0-1,0 %,0 °C,1497.84 H,2.88 BAR,0 °C,1273 Rpm,Off,Not,Not,Not,,2023-11-01 08:41:32
1270,-,-,100 %,18679.93 Km,25 %,0 Km/h,1.48 Km/L,12651.5 L,93.6 %,28.3 VDC,000,0 %,0 °C,1497.84 H,3.2 BAR,0 °C,1153 Rpm,Off,Not,Not,Not,,2023-11-01 08:41:52
1271,-,-,100 %,18679.94 Km,48 %,6.4 Km/h,1.48 Km/L,12651.5 L,94 %,0 VDC,004,0 %,0 °C,1497.84 H,3 BAR,0 °C,1487 Rpm,Off,Not,Not,Not,,2023-11-01 08:42:12
1272,-,-,100 %,18680.01 Km,100 %,22.9 Km/h,1.48 Km/L,12651.5 L,93.2 %,28.3 VDC,009,55.6 %,90 °C,1497.84 H,5.44 BAR,92.3 °C,2122 Rpm,Off,Not,Not,Not,5E650,2023-11-01 08:42:33
1273,-,-,100 %,18680.01 Km,16 %,27.5 Km/h,1.48 Km/L,12651.5 L,93.2 %,28.3 VDC,012,0 %,0 °C,1497.84 H,5.28 BAR,0 °C,1387 Rpm,Off,Not,Not,Not,,2023-11-01 08:42:53
1274,-,-,100 %,18680.26 Km,20 %,7.3 Km/h,1.48 Km/L,12651.5 L,93.2 %,0 VDC,007,0 %,0 °C,1497.85 H,3.2 BAR,0 °C,936 Rpm,Off,Not,Not,Not,,2023-11-01 08:43:12
1275,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 08:43:12
1276,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 08:43:32
1277,-,-,100 %,18680.31 Km,11 %,0 Km/h,1.48 Km/L,12651.5 L,92.8 %,28.3 VDC,000,0 %,0 °C,1497.85 H,2.2 BAR,0 °C,554 Rpm,Off,Not,Not,Not,,2023-11-01 08:43:52
1278,-,-,100 %,18680.31 Km,10 %,0 Km/h,1.48 Km/L,12651.5 L,93.6 %,0 VDC,000,0 %,0 °C,1497.85 H,2.24 BAR,0 °C,553 Rpm,Off,Not,Not,Not,,2023-11-01 08:44:12
1279,-,-,100 %,18680.31 Km,13 %,0 Km/h,1.48 Km/L,12651.5 L,92.8 %,28.3 VDC,000,54.4 %,93 °C,1497.85 H,2.24 BAR,94.3 °C,550 Rpm,Off,Not,Not,Not,FFFFF,2023-11-01 08:44:32
1280,-,-,100 %,18680.31 Km,13 %,0 Km/h,1.48 Km/L,12651.5 L,94.4 %,0 VDC,005,0 %,0 °C,1497.86 H,2.24 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 08:44:52
1281,-,-,100 %,18680.31 Km,7 %,29.7 Km/h,1.48 Km/L,12651.5 L,92 %,0 VDC,014,0 %,0 °C,1497.86 H,3.76 BAR,0 °C,1021 Rpm,Off,Not,Not,Not,,2023-11-01 08:45:12
1282,-,-,100 %,18680.31 Km,0 %,21.4 Km/h,1.48 Km/L,12651.5 L,91.2 %,0 VDC,014,0 %,0 °C,1497.86 H,3.24 BAR,0 °C,727 Rpm,On,Not,Not,Not,,2023-11-01 08:45:32
1283,-,-,100 %,18680.31 Km,0 %,6.2 Km/h,1.48 Km/L,12651.5 L,90.8 %,28.2 VDC,007,0 %,0 °C,1497.86 H,3.36 BAR,0 °C,782 Rpm,On,Not,Not,Not,,2023-11-01 08:45:53
1284,-,-,100 %,18680.68 Km,13 %,4.7 Km/h,1.48 Km/L,12651.5 L,93.6 %,0 VDC,0-1,0 %,0 °C,1497.86 H,5.56 BAR,0 °C,1826 Rpm,Off,Not,Not,Not,,2023-11-01 08:46:13
1285,-,-,100 %,18680.68 Km,22 %,0 Km/h,1.48 Km/L,12651.5 L,93.6 %,0 VDC,000,0 %,0 °C,1497.86 H,4.44 BAR,0 °C,1174 Rpm,Off,Not,Not,Not,,2023-11-01 08:46:33
1286,-,-,100 %,18680.68 Km,25 %,8.1 Km/h,1.48 Km/L,12651.5 L,0 %,0 VDC,006,0 %,0 °C,1497.86 H,4.68 BAR,0 °C,1278 Rpm,Off,Not,Not,Not,,2023-11-01 08:46:53
1287,-,-,100 %,18680.73 Km,68 %,16.3 Km/h,1.48 Km/L,12651.5 L,0 %,0 VDC,009,0 %,0 °C,1497.86 H,4.84 BAR,0 °C,1485 Rpm,Off,Not,Not,Not,,2023-11-01 08:47:13
1288,-,-,100 %,18680.87 Km,73 %,43.2 Km/h,1.48 Km/L,12651.5 L,0 %,0 VDC,015,0 %,0 °C,1497.87 H,0 BAR,0 °C,1218 Rpm,Off,Not,Not,Not,,2023-11-01 08:47:33
1289,-,-,100 %,18680.99 Km,14 %,0.5 Km/h,1.48 Km/L,12651.5 L,91.6 %,0 VDC,005,0 %,0 °C,1497.87 H,2.24 BAR,0 °C,550 Rpm,On,Not,Not,Not,,2023-11-01 08:47:53
1290,-,-,100 %,18681.07 Km,18 %,4.4 Km/h,1.48 Km/L,12651.5 L,91.2 %,0 VDC,0-1,0 %,0 °C,1497.87 H,5.36 BAR,0 °C,1679 Rpm,Off,Not,Not,Not,,2023-11-01 08:48:13
1291,-,-,100 %,18681.07 Km,16 %,0 Km/h,1.48 Km/L,12651.5 L,93.2 %,0 VDC,000,0 %,0 °C,1497.87 H,2.2 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 08:48:32
1292,-,-,100 %,18681.07 Km,13 %,0 Km/h,1.48 Km/L,12651.5 L,0 %,0 VDC,000,0 %,0 °C,1497.87 H,2.24 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 08:48:52
1293,-,-,100 %,18681.09 Km,13 %,0 Km/h,1.48 Km/L,12651.5 L,0 %,28.3 VDC,000,0 %,0 °C,1497.87 H,2.24 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 08:49:13
1294,-,-,100 %,18681.09 Km,14 %,9.8 Km/h,1.48 Km/L,12651.5 L,0 %,0 VDC,008,0 %,0 °C,1497.88 H,3.96 BAR,0 °C,1007 Rpm,Off,Not,Not,Not,,2023-11-01 08:49:33
1295,-,-,100 %,18681.09 Km,0 %,36.5 Km/h,1.48 Km/L,12651.5 L,0 %,0 VDC,014,0 %,0 °C,1497.88 H,4.84 BAR,0 °C,1262 Rpm,Off,Not,Not,Not,,2023-11-01 08:49:53
1296,-,-,100 %,18681.31 Km,53 %,29.7 Km/h,1.48 Km/L,12651.5 L,0 %,0 VDC,000,0 %,0 °C,1497.88 H,3.52 BAR,0 °C,1664 Rpm,On,Not,Not,Not,,2023-11-01 08:50:13
1297,-,-,100 %,18681.31 Km,8 %,0.4 Km/h,1.48 Km/L,12651.5 L,92.4 %,28.4 VDC,0-1,0 %,0 °C,1497.88 H,2.28 BAR,0 °C,631 Rpm,Off,Not,Not,Not,,2023-11-01 08:50:33
1298,-,-,100 %,18681.47 Km,27 %,0 Km/h,1.48 Km/L,12651.5 L,93.6 %,0 VDC,000,0 %,0 °C,1497.88 H,4.32 BAR,0 °C,1171 Rpm,Off,Not,Not,Not,,2023-11-01 08:50:53
1299,-,-,100 %,18681.47 Km,61 %,7.1 Km/h,1.48 Km/L,12651.5 L,0 %,28.4 VDC,006,0 %,0 °C,1497.88 H,2.48 BAR,0 °C,1124 Rpm,Off,Not,Not,Not,,2023-11-01 08:51:13
1300,-,-,100 %,18681.48 Km,0 %,13.4 Km/h,1.48 Km/L,12651.5 L,0 %,28.2 VDC,009,0 %,0 °C,1497.88 H,4.8 BAR,0 °C,1218 Rpm,Off,Not,Not,Not,,2023-11-01 08:51:33
1301,-,-,100 %,18681.48 Km,53 %,31.6 Km/h,1.48 Km/L,12652 L,0 %,0 VDC,012,0 %,0 °C,1497.89 H,5.2 BAR,0 °C,1605 Rpm,Off,Not,Not,Not,,2023-11-01 08:51:53
1302,-,-,100 %,18681.48 Km,42 %,12.1 Km/h,1.48 Km/L,12652 L,0 %,0 VDC,007,0 %,0 °C,1497.89 H,0 BAR,0 °C,1538 Rpm,Off,Not,Not,Not,,2023-11-01 08:52:13
1303,-,-,100 %,18681.83 Km,8 %,4.7 Km/h,1.48 Km/L,12652 L,0 %,0 VDC,0-1,0 %,0 °C,1497.89 H,5.44 BAR,0 °C,1779 Rpm,Off,Not,Not,Not,,2023-11-01 08:52:34
1304,-,-,100 %,18681.87 Km,10 %,0 Km/h,1.48 Km/L,12652 L,93.2 %,28.3 VDC,000,0 %,0 °C,1497.89 H,2.16 BAR,0 °C,552 Rpm,Off,Not,Not,Not,,2023-11-01 08:52:54
1305,-,-,100 %,18681.87 Km,10 %,0 Km/h,1.48 Km/L,12652 L,92.8 %,0 VDC,000,0 %,0 °C,1497.89 H,2.2 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 08:53:14
1306,-,-,100 %,18681.87 Km,10 %,0 Km/h,1.48 Km/L,12652 L,93.2 %,0 VDC,005,0 %,0 °C,1497.89 H,2.24 BAR,0 °C,552 Rpm,Off,Not,Not,Not,,2023-11-01 08:53:34
1307,-,-,100 %,18681.87 Km,0 %,22.2 Km/h,1.48 Km/L,12652 L,0 %,28.3 VDC,010,0 %,0 °C,1497.89 H,5 BAR,0 °C,1187 Rpm,Off,Not,Not,Not,,2023-11-01 08:53:54
1308,-,-,100 %,18681.87 Km,0 %,39.3 Km/h,1.48 Km/L,12652 L,0 %,0 VDC,013,0 %,0 °C,1497.89 H,5.44 BAR,0 °C,1642 Rpm,On,Not,Not,Not,,2023-11-01 08:54:13
1309,-,-,100 %,18681.87 Km,36 %,12.4 Km/h,1.48 Km/L,12652 L,0 %,28.3 VDC,011,0 %,0 °C,1497.9 H,2.72 BAR,0 °C,777 Rpm,Off,Not,Not,Not,,2023-11-01 08:54:33
1310,-,-,100 %,18681.87 Km,23 %,3.1 Km/h,1.48 Km/L,12652 L,92.8 %,0 VDC,0-1,0 %,0 °C,1497.9 H,3.68 BAR,0 °C,1178 Rpm,Off,Not,Not,Not,,2023-11-01 08:54:53
1311,-,-,100 %,18682.24 Km,29 %,0 Km/h,1.48 Km/L,12652 L,91.6 %,0 VDC,000,0 %,0 °C,1497.9 H,4.28 BAR,0 °C,1140 Rpm,Off,Not,Not,Not,,2023-11-01 08:55:13
1312,-,-,100 %,18682.24 Km,19 %,0 Km/h,1.48 Km/L,12652 L,0 %,0 VDC,000,0 %,0 °C,1497.9 H,4.44 BAR,0 °C,1178 Rpm,Off,Not,Not,Not,,2023-11-01 08:55:33
1313,-,-,100 %,18682.25 Km,0 %,13.1 Km/h,1.48 Km/L,12652 L,0 %,0 VDC,009,0 %,0 °C,1497.9 H,4.92 BAR,0 °C,1076 Rpm,Off,Not,Not,Not,,2023-11-01 08:55:53
1314,-,-,100 %,18682.32 Km,18 %,35.9 Km/h,1.48 Km/L,12652 L,0 %,0 VDC,012,0 %,0 °C,1497.9 H,5.48 BAR,0 °C,1799 Rpm,Off,Not,Not,Not,,2023-11-01 08:56:14
1315,-,-,100 %,18682.55 Km,21 %,8 Km/h,1.48 Km/L,12652 L,0 %,0 VDC,000,0 %,0 °C,1497.9 H,3 BAR,0 °C,826 Rpm,Off,Not,Not,Not,,2023-11-01 08:56:34
1316,-,-,100 %,18682.55 Km,40 %,3.1 Km/h,1.48 Km/L,12652 L,90.8 %,28.4 VDC,0-1,0 %,0 °C,1497.91 H,0 BAR,0 °C,1238 Rpm,Off,Not,Not,Not,,2023-11-01 08:56:54
1317,-,-,100 %,18682.55 Km,10 %,0 Km/h,1.48 Km/L,12652 L,0 %,28.3 VDC,000,0 %,0 °C,1497.91 H,2.36 BAR,0 °C,552 Rpm,Off,Not,Not,Not,,2023-11-01 08:57:14
1318,-,-,100 %,18682.55 Km,13 %,0 Km/h,1.48 Km/L,12652 L,92.4 %,0 VDC,000,0 %,0 °C,1497.91 H,2.2 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 08:57:34
1319,-,-,100 %,18682.64 Km,12 %,0 Km/h,1.48 Km/L,12652 L,92.4 %,28.3 VDC,000,0 %,0 °C,1497.91 H,2.2 BAR,0 °C,541 Rpm,Off,Not,Not,Not,,2023-11-01 08:57:54
1320,-,-,100 %,18682.64 Km,12 %,0 Km/h,1.48 Km/L,12652 L,92.8 %,28.3 VDC,000,0 %,0 °C,1497.91 H,2.2 BAR,0 °C,541 Rpm,Off,Not,Not,Not,,2023-11-01 08:58:14
1321,-,-,100 %,18682.64 Km,0 %,21.8 Km/h,1.48 Km/L,12652 L,0 %,0 VDC,012,0 %,0 °C,1497.91 H,4 BAR,0 °C,1121 Rpm,On,Not,Not,Not,,2023-11-01 08:58:34
1322,-,-,100 %,18682.64 Km,0 %,22.6 Km/h,1.48 Km/L,12652 L,0 %,0 VDC,012,0 %,0 °C,1497.91 H,4.6 BAR,0 °C,1144 Rpm,On,Not,Not,Not,,2023-11-01 08:58:54
1323,-,-,100 %,18682.95 Km,0 %,17.1 Km/h,1.48 Km/L,12652 L,91.6 %,28.3 VDC,012,53.2 %,91 °C,1497.92 H,3.4 BAR,94.5 °C,845 Rpm,Off,Not,Not,Not,9FFFB,2023-11-01 08:59:14
1324,-,-,100 %,18683 Km,49 %,5.3 Km/h,1.48 Km/L,12652 L,90.4 %,28.3 VDC,007,52.8 %,91 °C,1497.93 H,3.76 BAR,94.2 °C,1063 Rpm,Off,Not,Not,Not,FFFFF,2023-11-01 08:59:34
1325,-,-,100 %,18683.02 Km,10 %,1.7 Km/h,1.48 Km/L,12652 L,92.4 %,28.2 VDC,0-1,53.6 %,91 °C,1497.93 H,2.96 BAR,94.2 °C,604 Rpm,On,Not,Not,Not,00000,2023-11-01 08:59:54
1326,-,-,100 %,18683.03 Km,17 %,0 Km/h,1.48 Km/L,12652 L,93.2 %,28.3 VDC,000,54 %,91 °C,1497.94 H,4.44 BAR,94 °C,1183 Rpm,Off,Not,Not,Not,00000,2023-11-01 09:00:14
1327,-,-,100 %,18683.05 Km,14 %,10.4 Km/h,1.48 Km/L,12652 L,93.6 %,28.3 VDC,009,54.4 %,91 °C,1497.94 H,4.88 BAR,94.1 °C,921 Rpm,Off,Not,Not,Not,00000,2023-11-01 09:00:34
1328,-,-,100 %,18683.16 Km,7 %,27.9 Km/h,1.48 Km/L,12652.5 L,93.2 %,28.3 VDC,014,54.8 %,92 °C,1497.95 H,3.76 BAR,94.5 °C,961 Rpm,Off,Not,Not,Not,00000,2023-11-01 09:00:54
1329,-,-,100 %,18683.33 Km,49 %,26.6 Km/h,1.48 Km/L,12652.5 L,93.2 %,28.3 VDC,013,54.8 %,92 °C,1497.95 H,3.44 BAR,94.5 °C,1110 Rpm,Off,Not,Not,Not,00000,2023-11-01 09:01:14
1330,-,-,100 %,18683.4 Km,14 %,4 Km/h,1.48 Km/L,12652.5 L,92.8 %,28.3 VDC,007,54.8 %,93 °C,1497.96 H,2.6 BAR,94.8 °C,560 Rpm,On,Not,Not,Not,F00FF,2023-11-01 09:01:34
1331,-,-,100 %,18683.4 Km,14 %,3.2 Km/h,1.48 Km/L,12652.5 L,89.6 %,28.3 VDC,0-1,0 %,0 °C,1497.96 H,4.76 BAR,0 °C,1195 Rpm,Off,Not,Not,Not,,2023-11-01 09:01:54
1332,-,-,100 %,18683.41 Km,26 %,2.2 Km/h,1.48 Km/L,12652.5 L,90.8 %,28.4 VDC,0-1,54 %,94 °C,1497.96 H,2.32 BAR,95.7 °C,861 Rpm,Off,Not,Not,Not,,2023-11-01 09:02:14
1333,-,-,100 %,18683.42 Km,13 %,0 Km/h,1.48 Km/L,12652.5 L,92 %,28.3 VDC,000,0 %,0 °C,1497.96 H,2.2 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 09:02:34
1334,-,-,100 %,18683.42 Km,13 %,0 Km/h,1.48 Km/L,12652.5 L,0 %,28.3 VDC,000,0 %,0 °C,1497.97 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 09:02:55
