,Harsh Acceleration,Harsh Breaking,Battery level,vehicle distance,Torque,TCO Vehicle Speed,Fuel Rate Avg,Total Fuel consumption,Fuel Primary Tank,Battery Voltage,Transmission current gear,Catalyst tank level,coolant temperature,Engine on,Engine Oil Pressure,Oil Temperature,Engine speed,break pedal,Malfunction lamp status,Amber warning lamp status,Red stop lamp status,DTC,time
1335,-,-,100 %,18683.42 Km,11 %,0 Km/h,1.48 Km/L,12652.5 L,92.8 %,28.3 VDC,000,0 %,0 °C,1497.97 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 09:03:15
1336,-,-,100 %,18683.42 Km,11 %,0 Km/h,1.48 Km/L,12652.5 L,92.8 %,0 VDC,000,0 %,0 °C,1497.97 H,0 BAR,0 °C,549 Rpm,Off,Not,Not,Not,,2023-11-01 09:03:35
1337,-,-,100 %,18683.42 Km,0 %,10.2 Km/h,1.48 Km/L,12652.5 L,0 %,0 VDC,006,0 %,0 °C,1497.97 H,0 BAR,0 °C,1330 Rpm,Off,Not,Not,Not,,2023-11-01 09:03:55
1338,-,-,100 %,18683.42 Km,0 %,32.6 Km/h,1.48 Km/L,12652.5 L,0 %,0 VDC,014,0 %,0 °C,1497.97 H,0 BAR,0 °C,1144 Rpm,On,Not,Not,Not,,2023-11-01 09:04:15
1339,-,-,100 %,18683.65 Km,16 %,19.2 Km/h,1.48 Km/L,12652.5 L,0 %,0 VDC,015,0 %,0 °C,1497.97 H,0 BAR,0 °C,549 Rpm,On,Not,Not,Not,,2023-11-01 09:04:35
1340,-,-,100 %,18683.65 Km,58 %,5.7 Km/h,1.48 Km/L,12652.5 L,0 %,0 VDC,0-1,0 %,0 °C,1497.97 H,0 BAR,0 °C,2240 Rpm,Off,Not,Not,Not,,2023-11-01 09:04:54
1341,-,-,100 %,18683.81 Km,26 %,0 Km/h,1.48 Km/L,12652.5 L,92.4 %,0 VDC,000,0 %,0 °C,1497.97 H,0 BAR,0 °C,1168 Rpm,Off,Not,Not,Not,,2023-11-01 09:05:14
1342,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:05:14
1343,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:05:34
1344,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:05:54
1345,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:06:15
1346,-,-,100 %,18684.15 Km,28 %,16 Km/h,1.48 Km/L,12653 L,92.8 %,28.3 VDC,011,55.2 %,92 °C,1497.99 H,4.08 BAR,94.5 °C,967 Rpm,Off,Not,Not,Not,FFFFF,2023-11-01 09:06:35
1347,-,-,100 %,18684.17 Km,14 %,0 Km/h,1.48 Km/L,12653 L,90.8 %,28.2 VDC,000,54.8 %,93 °C,1498 H,2.2 BAR,94.8 °C,553 Rpm,Off,Not,Not,Not,FFFFF,2023-11-01 09:06:55
1348,-,-,100 %,18684.17 Km,28 %,3 Km/h,1.48 Km/L,12653 L,92 %,28.3 VDC,0-1,54.4 %,93 °C,1498 H,2.68 BAR,94.7 °C,1166 Rpm,Off,Not,Not,Not,FFFFF,2023-11-01 09:07:15
1349,-,-,100 %,-,7 %,-,-,-,91.2 %,28.3 VDC,00F,93 %,-,-,0.03 BAR,1035 °C,-,-,",FF",FFF,F,,2023-11-01 09:07:35
1350,-,-,100 %,18684.19 Km,13 %,0 Km/h,1.48 Km/L,12653 L,0 %,28.3 VDC,000,0 %,0 °C,1498.01 H,0 BAR,0 °C,549 Rpm,On,Not,Not,Not,,2023-11-01 09:07:55
1351,-,-,100 %,18684.19 Km,16 %,1.7 Km/h,1.48 Km/L,12653 L,89.2 %,28.2 VDC,0-1,0 %,0 °C,1498.01 H,0 BAR,0 °C,568 Rpm,Off,Not,Not,Not,,2023-11-01 09:08:15
1352,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:08:15
1353,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:08:35
1354,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:08:55
1355,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:09:15
1356,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:09:36
1357,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:09:56
1358,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:10:16
1359,-,-,100 %,18684.2 Km,12 %,1.3 Km/h,1.48 Km/L,12653 L,0 %,0 VDC,000,0 %,0 °C,1498.02 H,0 BAR,0 °C,557 Rpm,On,Not,Not,Not,,2023-11-01 09:10:35
1360,-,-,100 %,18684.2 Km,10 %,0 Km/h,1.48 Km/L,12653 L,92.8 %,0 VDC,000,0 %,0 °C,1498.02 H,0 BAR,0 °C,553 Rpm,On,Not,Not,Not,,2023-11-01 09:10:55
1361,-,-,100 %,18684.38 Km,7 %,0 Km/h,1.48 Km/L,12653 L,93.2 %,0 VDC,000,0 %,0 °C,1498.02 H,0 BAR,0 °C,904 Rpm,Off,Not,Not,Not,,2023-11-01 09:11:15
1362,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:11:15
1363,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:11:35
1364,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:11:55
1365,-,-,100 %,18684.39 Km,16 %,0.4 Km/h,1.48 Km/L,12653 L,89.6 %,0 VDC,000,0 %,0 °C,1498.03 H,0 BAR,0 °C,547 Rpm,Off,Not,Not,Not,,2023-11-01 09:12:15
1366,-,-,100 %,18684.39 Km,13 %,0 Km/h,1.48 Km/L,12653 L,90.8 %,0 VDC,000,0 %,0 °C,1498.03 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 09:12:35
1367,-,-,100 %,18684.54 Km,13 %,0 Km/h,1.48 Km/L,12653 L,0 %,0 VDC,000,0 %,0 °C,1498.03 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 09:12:56
1368,-,-,100 %,18684.54 Km,17 %,1.6 Km/h,1.48 Km/L,12653 L,90.8 %,28.3 VDC,0-1,0 %,0 °C,1498.04 H,0 BAR,0 °C,546 Rpm,Off,Not,Not,Not,,2023-11-01 09:13:16
1369,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:13:16
1370,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:13:36
1371,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:13:56
1372,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:14:16
1373,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:14:36
1374,-,-,100 %,18684.56 Km,13 %,0 Km/h,1.48 Km/L,12653 L,0 %,0 VDC,000,0 %,0 °C,1498.04 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 09:14:56
1375,-,-,100 %,18684.56 Km,13 %,0 Km/h,1.48 Km/L,12653 L,0 %,0 VDC,000,0 %,0 °C,1498.04 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 09:15:16
1376,-,-,100 %,18684.56 Km,12 %,0 Km/h,1.48 Km/L,12653 L,0 %,28.3 VDC,000,0 %,0 °C,1498.04 H,0 BAR,0 °C,540 Rpm,Off,Not,Not,Not,,2023-11-01 09:15:36
1377,-,-,100 %,18684.56 Km,13 %,0 Km/h,1.48 Km/L,12653 L,0 %,28.3 VDC,000,0 %,0 °C,1498.05 H,0 BAR,0 °C,551 Rpm,On,Not,Not,Not,,2023-11-01 09:15:55
1378,-,-,100 %,18684.56 Km,14 %,0 Km/h,1.48 Km/L,12653 L,0 %,0 VDC,000,0 %,0 °C,1498.05 H,0 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 09:16:16
1379,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:16:16
1380,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:16:36
1381,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:16:56
1382,-,-,100 %,18684.57 Km,13 %,0 Km/h,1.48 Km/L,12653 L,0 %,0 VDC,000,0 %,0 °C,1498.05 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 09:17:16
1383,-,-,100 %,18684.57 Km,8 %,11.3 Km/h,1.48 Km/L,12653 L,0 %,28.3 VDC,008,0 %,0 °C,1498.06 H,0 BAR,0 °C,1167 Rpm,Off,Not,Not,Not,,2023-11-01 09:17:36
1384,-,-,100 %,18684.69 Km,91 %,8.2 Km/h,1.48 Km/L,12653 L,0 %,0 VDC,009,0 %,0 °C,1498.06 H,0 BAR,0 °C,733 Rpm,Off,Not,Not,Not,,2023-11-01 09:17:56
1385,-,-,100 %,18684.74 Km,18 %,3.6 Km/h,1.48 Km/L,12653.5 L,0 %,0 VDC,0-1,0 %,0 °C,1498.06 H,0 BAR,0 °C,1417 Rpm,Off,Not,Not,Not,,2023-11-01 09:18:16
1386,-,-,100 %,18684.74 Km,18 %,0 Km/h,1.48 Km/L,12653.5 L,93.6 %,0 VDC,000,0 %,0 °C,1498.06 H,0 BAR,0 °C,1177 Rpm,Off,Not,Not,Not,,2023-11-01 09:18:36
1387,-,-,100 %,18684.74 Km,0 %,9.1 Km/h,1.48 Km/L,12653.5 L,95.2 %,0 VDC,005,0 %,0 °C,1498.06 H,0 BAR,0 °C,1847 Rpm,Off,Not,Not,Not,,2023-11-01 09:18:56
1388,-,-,100 %,18684.79 Km,18 %,11.4 Km/h,1.48 Km/L,12653.5 L,0 %,0 VDC,010,0 %,0 °C,1498.06 H,0 BAR,0 °C,843 Rpm,Off,Not,Not,Not,,2023-11-01 09:19:16
1389,-,-,100 %,18684.79 Km,13 %,4.4 Km/h,1.48 Km/L,12653.5 L,90 %,0 VDC,0-1,0 %,0 °C,1498.06 H,0 BAR,0 °C,1683 Rpm,Off,Not,Not,Not,,2023-11-01 09:19:36
1390,-,-,100 %,18684.95 Km,14 %,0 Km/h,1.48 Km/L,12653.5 L,92 %,28.3 VDC,0-1,56 %,89 °C,1498.07 H,2.28 BAR,91.3 °C,550 Rpm,On,Not,Not,Not,5E607,2023-11-01 09:19:57
1391,-,-,100 %,18684.95 Km,12 %,0 Km/h,1.48 Km/L,12653.5 L,0 %,28.3 VDC,000,0 %,0 °C,1498.07 H,0 BAR,0 °C,551 Rpm,On,Not,Not,Not,,2023-11-01 09:20:17
1392,-,-,100 %,18684.95 Km,0 %,34 Km/h,1.48 Km/L,12653.5 L,0 %,0 VDC,012,0 %,0 °C,1498.07 H,0 BAR,0 °C,1707 Rpm,Off,Not,Not,Not,,2023-11-01 09:20:37
1393,-,-,100 %,18685.07 Km,38 %,9.1 Km/h,1.48 Km/L,12653.5 L,0 %,0 VDC,009,0 %,0 °C,1498.07 H,0 BAR,0 °C,802 Rpm,Off,Not,Not,Not,,2023-11-01 09:20:57
1394,-,-,100 %,18685.14 Km,37 %,8.4 Km/h,1.48 Km/L,12653.5 L,0 %,0 VDC,009,0 %,0 °C,1498.07 H,0 BAR,0 °C,749 Rpm,Off,Not,Not,Not,,2023-11-01 09:21:17
1395,-,-,100 %,18685.23 Km,34 %,2.1 Km/h,1.48 Km/L,12653.5 L,90.8 %,0 VDC,0-1,0 %,0 °C,1498.07 H,0 BAR,0 °C,819 Rpm,Off,Not,Not,Not,,2023-11-01 09:21:36
1396,-,-,100 %,18685.23 Km,15 %,0.9 Km/h,1.48 Km/L,12653.5 L,90.8 %,28.3 VDC,0-1,0 %,0 °C,1498.08 H,0 BAR,0 °C,555 Rpm,Off,Not,Not,Not,,2023-11-01 09:21:56
1397,-,-,100 %,18685.25 Km,40 %,0.8 Km/h,1.48 Km/L,12653.5 L,0 %,28.3 VDC,000,0 %,0 °C,1498.08 H,0 BAR,0 °C,543 Rpm,Off,Not,Not,Not,,2023-11-01 09:22:16
1398,-,-,100 %,18685.27 Km,11 %,0 Km/h,1.48 Km/L,12653.5 L,91.2 %,0 VDC,000,0 %,0 °C,1498.08 H,0 BAR,0 °C,551 Rpm,On,Not,Not,Not,,2023-11-01 09:22:36
1399,-,-,100 %,18685.28 Km,13 %,0 Km/h,1.48 Km/L,12653.5 L,0 %,0 VDC,000,0 %,0 °C,1498.08 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 09:22:56
1400,-,-,100 %,18685.28 Km,13 %,0 Km/h,1.48 Km/L,12653.5 L,0 %,0 VDC,000,0 %,0 °C,1498.08 H,0 BAR,0 °C,541 Rpm,Off,Not,Not,Not,,2023-11-01 09:23:17
1401,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:23:17
1402,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:23:37
1403,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:23:57
1404,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:24:17
1405,-,-,100 %,18685.46 Km,26 %,0 Km/h,1.48 Km/L,12653.5 L,91.2 %,0 VDC,000,0 %,0 °C,1498.09 H,0 BAR,0 °C,1162 Rpm,Off,Not,Not,Not,,2023-11-01 09:24:37
1406,-,-,100 %,18685.46 Km,18 %,0 Km/h,1.48 Km/L,12653.5 L,0 %,0 VDC,000,0 %,0 °C,1498.09 H,0 BAR,0 °C,1178 Rpm,Off,Not,Not,Not,,2023-11-01 09:24:57
1407,-,-,100 %,18685.47 Km,63 %,8.9 Km/h,1.48 Km/L,12653.5 L,92.8 %,28.4 VDC,008,54.8 %,89 °C,1498.09 H,2.88 BAR,91.9 °C,946 Rpm,Off,Not,Not,Not,,2023-11-01 09:25:17
1408,-,-,100 %,18685.47 Km,76 %,15.8 Km/h,1.48 Km/L,12653.5 L,92.4 %,28.3 VDC,011,54.8 %,89 °C,1498.09 H,3.52 BAR,91.8 °C,987 Rpm,Off,Not,Not,Not,,2023-11-01 09:25:37
1409,-,-,100 %,18685.47 Km,41 %,8.6 Km/h,1.48 Km/L,12653.5 L,0 %,0 VDC,007,0 %,0 °C,1498.09 H,0 BAR,0 °C,1110 Rpm,Off,Not,Not,Not,,2023-11-01 09:25:57
1410,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:25:57
1411,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:26:17
1412,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:26:38
1413,-,-,100 %,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2023-11-01 09:26:57
1414,-,-,100 %,18685.63 Km,17 %,3.2 Km/h,1.48 Km/L,12653.5 L,91.2 %,0 VDC,0-1,0 %,0 °C,1498.1 H,0 BAR,0 °C,1228 Rpm,Off,Not,Not,Not,,2023-11-01 09:27:17
1415,-,-,100 %,18685.63 Km,14 %,2.5 Km/h,1.48 Km/L,12653.5 L,0 %,28.3 VDC,0-1,0 %,0 °C,1498.1 H,0 BAR,0 °C,908 Rpm,Off,Not,Not,Not,,2023-11-01 09:27:37
1416,-,-,100 %,18685.63 Km,12 %,0 Km/h,1.48 Km/L,12653.5 L,0 %,0 VDC,000,0 %,0 °C,1498.1 H,0 BAR,0 °C,556 Rpm,Off,Not,Not,Not,,2023-11-01 09:27:57
1417,-,-,100 %,18685.63 Km,13 %,0 Km/h,1.48 Km/L,12653.5 L,0 %,28.3 VDC,000,0 %,0 °C,1498.1 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 09:28:17
1418,-,-,100 %,18685.63 Km,13 %,0 Km/h,1.48 Km/L,12653.5 L,0 %,0 VDC,000,0 %,0 °C,1498.1 H,0 BAR,0 °C,549 Rpm,Off,Not,Not,Not,,2023-11-01 09:28:37
1419,-,-,100 %,18685.66 Km,10 %,0 Km/h,1.48 Km/L,12653.5 L,0 %,0 VDC,000,0 %,0 °C,1498.1 H,0 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 09:28:57
1420,-,-,100 %,18685.66 Km,13 %,0 Km/h,1.48 Km/L,12653.5 L,0 %,0 VDC,000,0 %,0 °C,1498.1 H,0 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 09:29:17
1421,-,-,100 %,18685.66 Km,13 %,0 Km/h,1.48 Km/L,12653.5 L,0 %,28.3 VDC,000,0 %,0 °C,1498.11 H,0 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 09:29:37
1422,-,-,100 %,18685.66 Km,16 %,2.6 Km/h,1.48 Km/L,12653.5 L,0 %,0 VDC,004,0 %,0 °C,1498.11 H,0 BAR,0 °C,555 Rpm,On,Not,Not,Not,,2023-11-01 09:29:58
1423,-,-,100 %,18685.66 Km,0 %,18.6 Km/h,1.48 Km/L,12653.5 L,0 %,0 VDC,011,0 %,0 °C,1498.11 H,0 BAR,0 °C,1114 Rpm,On,Not,Not,Not,,2023-11-01 09:30:18
1424,-,-,100 %,18685.66 Km,15 %,4.5 Km/h,1.48 Km/L,12653.5 L,90.8 %,0 VDC,0-1,0 %,0 °C,1498.11 H,0 BAR,0 °C,1720 Rpm,Off,Not,Not,Not,,2023-11-01 09:30:38
1425,-,-,100 %,18685.66 Km,24 %,0 Km/h,1.48 Km/L,12653.5 L,91.2 %,0 VDC,000,54 %,87 °C,1498.11 H,0 BAR,90.1 °C,651 Rpm,Off,Not,Not,Not,5E607,2023-11-01 09:30:58
1426,-,-,100 %,18685.66 Km,24 %,0 Km/h,1.48 Km/L,12653.5 L,92.4 %,0 VDC,000,0 %,0 °C,1498.11 H,0 BAR,0 °C,1172 Rpm,Off,Not,Not,Not,,2023-11-01 09:31:18
1427,-,-,100 %,18685.84 Km,23 %,5.4 Km/h,1.48 Km/L,12653.5 L,91.2 %,0 VDC,004,0 %,0 °C,1498.12 H,0 BAR,0 °C,1204 Rpm,Off,Not,Not,Not,,2023-11-01 09:31:38
1428,-,-,100 %,18685.84 Km,56 %,11 Km/h,1.48 Km/L,12653.5 L,0 %,0 VDC,010,0 %,0 °C,1498.12 H,0 BAR,0 °C,815 Rpm,Off,Not,Not,Not,,2023-11-01 09:31:58
1429,-,-,100 %,18685.84 Km,42 %,6 Km/h,1.48 Km/L,12653.5 L,94.4 %,0 VDC,004,0 %,0 °C,1498.12 H,0 BAR,0 °C,1371 Rpm,Off,Not,Not,Not,,2023-11-01 09:32:18
1430,-,-,100 %,18685.84 Km,13 %,5.6 Km/h,1.48 Km/L,12653.5 L,0 %,0 VDC,004,0 %,0 °C,1498.12 H,0 BAR,0 °C,1250 Rpm,Off,Not,Not,Not,,2023-11-01 09:32:37
1431,-,-,100 %,18685.84 Km,10 %,0 Km/h,1.48 Km/L,12653.5 L,90.4 %,0 VDC,000,0 %,0 °C,1498.12 H,0 BAR,0 °C,552 Rpm,Off,Not,Not,Not,,2023-11-01 09:32:57
1432,-,-,100 %,18685.84 Km,19 %,3 Km/h,1.48 Km/L,12653.5 L,91.2 %,0 VDC,0-1,0 %,0 °C,1498.12 H,0 BAR,0 °C,1119 Rpm,Off,Not,Not,Not,,2023-11-01 09:33:18
1433,-,-,100 %,18685.84 Km,5 %,2.4 Km/h,1.48 Km/L,12653.5 L,89.2 %,0 VDC,0-1,0 %,0 °C,1498.12 H,0 BAR,0 °C,857 Rpm,Off,Not,Not,Not,,2023-11-01 09:33:38
1434,-,-,100 %,18685.84 Km,13 %,0 Km/h,1.48 Km/L,12653.5 L,90 %,0 VDC,000,0 %,0 °C,1498.12 H,0 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 09:33:58
1435,-,-,100 %,18685.84 Km,13 %,0 Km/h,1.48 Km/L,12653.5 L,0 %,0 VDC,000,0 %,0 °C,1498.12 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 09:34:18
1436,-,-,100 %,18686.01 Km,13 %,0 Km/h,1.48 Km/L,12653.5 L,91.6 %,0 VDC,000,54.4 %,89 °C,1498.13 H,0 BAR,90.4 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 09:34:38
1437,-,-,100 %,18686.01 Km,13 %,0 Km/h,1.48 Km/L,12653.5 L,92 %,28.2 VDC,000,54.4 %,88 °C,1498.13 H,2.32 BAR,90.2 °C,550 Rpm,Off,Not,Not,Not,50944,2023-11-01 09:34:58
1438,-,-,100 %,18686.01 Km,13 %,0 Km/h,1.48 Km/L,12653.5 L,90.8 %,0 VDC,000,54 %,88 °C,1498.14 H,0 BAR,90.1 °C,550 Rpm,Off,Not,Not,Not,50944,2023-11-01 09:35:18
1439,-,-,100 %,18686.04 Km,0 %,7.5 Km/h,1.48 Km/L,12653.5 L,88.8 %,28.3 VDC,007,54.4 %,88 °C,1498.14 H,0 BAR,90 °C,956 Rpm,On,Not,Not,Not,50944,2023-11-01 09:35:38
1440,-,-,100 %,18686.12 Km,0 %,17.8 Km/h,1.48 Km/L,12653.5 L,88.4 %,0 VDC,007,54 %,88 °C,1498.15 H,0 BAR,90.6 °C,2293 Rpm,On,Not,Not,Not,50944,2023-11-01 09:35:58
1441,-,-,100 %,18686.18 Km,17 %,3.4 Km/h,1.48 Km/L,12653.5 L,93.2 %,0 VDC,0-1,53.6 %,87 °C,1498.15 H,0 BAR,90.6 °C,1315 Rpm,Off,Not,Not,Not,5E650,2023-11-01 09:36:18
1442,-,-,100 %,18686.2 Km,10 %,0.5 Km/h,1.48 Km/L,12653.5 L,92.4 %,0 VDC,000,54 %,87 °C,1498.16 H,0 BAR,90.7 °C,552 Rpm,On,Not,Not,Not,5E650,2023-11-01 09:36:39
1443,-,-,100 %,18686.2 Km,17 %,0 Km/h,1.48 Km/L,12654 L,92 %,0 VDC,000,54.4 %,88 °C,1498.17 H,0 BAR,90.6 °C,1186 Rpm,Off,Not,Not,Not,5E650,2023-11-01 09:36:59
1444,-,-,100 %,18686.21 Km,65 %,8.6 Km/h,1.48 Km/L,12654 L,92 %,28.4 VDC,007,54.8 %,88 °C,1498.17 H,0 BAR,90.6 °C,1132 Rpm,Off,Not,Not,Not,50944,2023-11-01 09:37:19
1445,-,-,100 %,18686.32 Km,32 %,12.6 Km/h,1.48 Km/L,12654 L,92 %,0 VDC,011,55.6 %,88 °C,1498.17 H,0 BAR,90.7 °C,760 Rpm,Off,Not,Not,Not,,2023-11-01 09:37:39
1446,-,-,100 %,18686.33 Km,21 %,7.2 Km/h,1.48 Km/L,12654 L,0 %,0 VDC,005,0 %,0 °C,1498.18 H,0 BAR,0 °C,1359 Rpm,Off,Not,Not,Not,,2023-11-01 09:37:58
1447,-,-,100 %,18686.33 Km,16 %,0 Km/h,1.48 Km/L,12654 L,90.8 %,28.3 VDC,000,0 %,0 °C,1498.18 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 09:38:18
1448,-,-,100 %,18686.37 Km,14 %,0 Km/h,1.48 Km/L,12654 L,0 %,0 VDC,000,0 %,0 °C,1498.18 H,0 BAR,0 °C,550 Rpm,Off,Not,Not,Not,,2023-11-01 09:38:38
1449,-,-,100 %,18686.37 Km,17 %,3.2 Km/h,1.48 Km/L,12654 L,89.6 %,0 VDC,0-1,0 %,0 °C,1498.18 H,0 BAR,0 °C,1210 Rpm,Off,Not,Not,Not,,2023-11-01 09:38:58
1450,-,-,100 %,18686.39 Km,12 %,2.4 Km/h,1.48 Km/L,12654 L,90.4 %,0 VDC,0-1,0 %,0 °C,1498.18 H,0 BAR,0 °C,875 Rpm,Off,Not,Not,Not,,2023-11-01 09:39:18
1451,-,-,100 %,18686.4 Km,10 %,0 Km/h,1.48 Km/L,12654 L,0 %,0 VDC,000,0 %,0 °C,1498.18 H,0 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 09:39:38
1452,-,-,100 %,18686.4 Km,10 %,0 Km/h,1.48 Km/L,12654 L,0 %,0 VDC,000,0 %,0 °C,1498.18 H,0 BAR,0 °C,557 Rpm,Off,Not,Not,Not,,2023-11-01 09:39:59
1453,-,-,100 %,18686.4 Km,10 %,0 Km/h,1.48 Km/L,12654 L,0 %,0 VDC,000,0 %,0 °C,1498.19 H,0 BAR,0 °C,558 Rpm,Off,Not,Not,Not,,2023-11-01 09:40:19
1454,-,-,100 %,18686.4 Km,13 %,0 Km/h,1.48 Km/L,12654 L,0 %,28.3 VDC,000,0 %,0 °C,1498.19 H,0 BAR,0 °C,551 Rpm,Off,Not,Not,Not,,2023-11-01 09:40:39
1455,-,-,100 %,18686.4 Km,13 %,0 Km/h,1.48 Km/L,12654 L,0 %,0 VDC,000,0 %,0 °C,1498.19 H,0 BAR,0 °C,547 Rpm,Off,Not,Not,Not,,2023-11-01 09:40:59
1456,-,-,100 %,18686.4 Km,22 %,4.5 Km/h,1.48 Km/L,12654 L,91.6 %,28.3 VDC,004,0 %,0 °C,1498.19 H,0 BAR,0 °C,1016 Rpm,Off,Not,Not,Not,,2023-11-01 09:41:19
1457,-,-,100 %,18686.51 Km,0 %,18.5 Km/h,1.48 Km/L,12654 L,87.6 %,0 VDC,010,53.6 %,88 °C,1498.19 H,0 BAR,90.3 °C,1359 Rpm,On,Not,Not,Not,,2023-11-01 09:41:39
1458,-,-,100 %,18686.51 Km,48 %,8.4 Km/h,1.48 Km/L,12654 L,0 %,0 VDC,006,0 %,0 °C,1498.19 H,0 BAR,0 °C,1309 Rpm,Off,Not,Not,Not,,2023-11-01 09:41:59
1459,-,-,100 %,18686.51 Km,14 %,4.5 Km/h,1.48 Km/L,12654 L,0 %,0 VDC,0-1,0 %,0 °C,1498.19 H,0 BAR,0 °C,1745 Rpm,Off,Not,Not,Not,,2023-11-01 09:42:19
1460,-,-,100 %,18686.51 Km,21 %,0 Km/h,1.48 Km/L,12654 L,92.8 %,0 VDC,000,0 %,0 °C,1498.19 H,0 BAR,0 °C,1173 Rpm,Off,Not,Not,Not,,2023-11-01 09:42:39
1461,-,-,100 %,18686.58 Km,4 %,5 Km/h,1.48 Km/L,12654 L,93.2 %,0 VDC,004,0 %,0 °C,1498.2 H,0 BAR,0 °C,1103 Rpm,Off,Not,Not,Not,,2023-11-01 09:42:59
1462,-,-,100 %,18686.58 Km,16 %,6.8 Km/h,1.48 Km/L,12654 L,0 %,0 VDC,009,0 %,0 °C,1498.2 H,0 BAR,0 °C,574 Rpm,On,Not,Not,Not,,2023-11-01 09:43:19
